Moderator,Group,k,g,SE,CI_lower,CI_upper,z,p,sig,tau2,I2,Q,Q_p,Comparison
Task_Output_Cleaned,Categoric,48,0.038507184212406065,0.09289177957312068,-0.14356070375091048,0.22057507217572261,0.4145381258639227,0.6784800513617109,,0.34128456090985926,94.06192956118025,791.5029045923848,0.0,Strong Synergy
Task_Output_Cleaned,Numeric,7,-0.7036208551950315,0.14884206398810004,-0.9953513006117076,-0.4118904097783554,-4.727298428563085,2.2752674575521326e-06,***,0.13412258346084577,86.85254916969276,45.636223154141206,3.497595479906579e-08,Strong Synergy
Task_Output_Cleaned,Open Response,23,0.04565409660075861,0.09798519583884285,-0.14639688724337338,0.2377050804448906,0.4659285130770807,0.6412666709847452,,0.1277650698623764,65.32509791141158,63.446466103332554,6.8096128813532886e-06,Strong Synergy
Baseline,AI,59,-0.37109710154229225,0.08349419961431515,-0.53474573278635,-0.20744847029823457,-4.444585411399852,8.806151858165023e-06,***,0.3414517468387271,95.70749541951278,1351.1925010786324,0.0,Strong Synergy
Baseline,Human,83,0.0672110039938272,0.038581849280588484,-0.008409420596126219,0.14283142858378062,1.7420368708879588,0.08150199273424197,,0.06981750973361862,69.40286375095397,267.99893732720363,0.0,Strong Synergy
Comp_Type,Dependent Samples,67,-0.09387941216100805,0.07337239515112846,-0.23768930665721982,0.04993048233520374,-1.2794922663713015,0.2007237612469066,,0.24571123436495965,92.29832956313344,856.9569490284791,0.0,Strong Synergy
Comp_Type,Independent Samples,75,-0.09286251571479122,0.06573946948327145,-0.22171187590200325,0.0359868444724208,-1.4125838928228909,0.15777810777444734,,0.2879484860202918,92.57404307556,996.5045684072603,0.0,Strong Synergy
Year,2020,37,-0.1721636567989199,0.09018833133459893,-0.3489327862147338,0.0046054726168940074,-1.9089349392682775,0.05627048511449528,,0.23391220733409068,88.94182058144277,325.55087630054874,0.0,Strong Synergy
Year,2021,34,-0.11238693435125362,0.11546996767176572,-0.33870807098791444,0.1139342022854072,-0.9733001283132259,0.3304041587050053,,0.37645300389997494,95.07859731685103,670.5405374161527,0.0,Strong Synergy
Year,2022,38,-0.05346426040358454,0.05252441474838196,-0.15641211331041316,0.04948359250324409,-1.0178935007596925,0.30872857060767167,,0.060017187000633375,74.67525644581461,146.1021704754245,6.772360450213455e-15,Strong Synergy
Year,2023,32,-0.03807867520440442,0.1402684199940419,-0.31300477839272656,0.2368474279839177,-0.27147005153420756,0.7860295305551308,,0.53773222760557,95.63982562107871,710.9807385196691,0.0,Strong Synergy
